poem_text,poem_type
"VVhat is th' Existence of Mans life?
But open war, or slumber'd strife.
Where sickness to his sense presents
The combat of the Elements:
And never feels a perfect Peace
Till deaths cold hand signs his release.
It is a storm where the hot blood
Out-vies in rage the boyling flood;
And each loud Passion of the mind
Is like a furious gust of wind,
Which beats his Bark with many a Wave
Till he casts Anchor in the Grave.
It is a flower which buds and growes,
And withers as the leaves disclose;
Whose spring and fall faint seasons keep,
Like fits of waking before sleep:
Then shrinks into that fatal mold
Where its first being was enroll'd.
It is a dream, whose seeming truth
Is moraliz'd in age and youth:
Where all the comforts he can share
As wandring as his fancies are;
Till in a mist of dark decay
The dreamer vanish quite away.
It is a Diall, which points out
The Sun-set as it moves about:
And shadowes out in lines of night
The subtile stages of times flight,
Till all obscuring earth hath laid
The body in perpetual shade.
It is a weary enterlude
Which doth short joyes, long woes include.
The World the Stage, the Prologue tears,
The Acts vain hope, and vary'd fears:
The Scene shuts up with loss of breath,
And leaves no Epilogue but Death.",dirge
"She said she would leave the light on outside
Just in case he decided to turn back
And it was a good thing she did; he did
He parked his ride, climbed the porch, snuck inside
Helped himself to a little midnight snack
Gazed in wonder at his- their- sleeping kid
""I found your light,"" he whispered in her ear
""And that boy, he looks like us""- she slept on
He climbed in bed as he was: found, not lost
And drank her in like she would disappear
""When I wake up, I daydream that I'm gone
But then it's night and day's well worth the cost""
Morning finds her dressed in black; it's her rite
For she's turned off ev'rything but the light",brisbane-sonnet
"We are thine, O Love, being in thee and made of thee,
As théou, Léove, were the déep thought
And we the speech of the thought; yea, spoken are we,
Thy fires of thought out-spoken:
But burn’d not through us thy imagining
Like fiérce méood in a séong céaught,
We were as clamour’d words a fool may fling,
Loose words, of meaning broken.
For what more like the brainless speech of a fool,—
The lives travelling dark fears,
And as a boy throws pebbles in a pool
Thrown down abysmal places?
Hazardous are the stars, yet is our birth
And our journeying time theirs;
As words of air, life makes of starry earth
Sweet soul-delighted faces;
As voices are we in the worldly wind;
The great wind of the world’s fate
Is turn’d, as air to a shapen sound, to mind
And marvellous desires.
But not in the world as voices storm-shatter’d,
Not borne down by the wind’s weight;
The rushing time rings with our splendid word
Like darkness fill’d with fires.
For Love doth use us for a sound of song,
And Love’s meaning our life wields,
Making our souls like syllables to throng
His tunes of exultation.
Down the blind speed of a fatal world we fly,
As rain blown along earth’s fields;
Yet are we god-desiring liturgy,
Sung joys of adoration;
Yea, made of chance and all a labouring strife,
We go charged with a strong flame;
For as a language Love hath seized on life
His burning heart to story.
Yea, Love, we are thine, the liturgy of thee,
Thy thought’s golden and glad name,
The mortal conscience of immortal glee,
Love’s zeal in Love’s own glory.",hymn
"Twinkly
stars studded sky -
in the night natural
lights are flashing as diamonds bright,
high-five!",cinquain
"O trees of life, oh, what when winter comes?
We are not of one mind. Are not like birds
in unison migrating. And overtaken,
overdue, we thrust ourselves into the wind
and fall to earth into indifferent ponds.
Blossoming and withering we comprehend as one.
And somewhere lions roam, quite unaware,
in their magnificence, of any weaknesss.
But we, while wholly concentrating on one thing,
already feel the pressure of another.
Hatred is our first response. And lovers,
are they not forever invading one another's
boundaries? -although they promised space,
hunting and homeland. Then, for a sketch
drawn at a moment's impulse, a ground of contrast
is prepared, painfully, so that we may see.
For they are most exact with us. We do not know
the contours of our feelings. We only know
what shapes them from the outside.
Who has not sat, afraid, before his own heart's
curtain? It lifted and displayed the scenery
of departure. Easy to understand. The well-known
garden swaying just a little. Then came the dancer.
Not he! Enough! However lightly he pretends to move:
he is just disguised, costumed, an ordinary man
who enters through the kitchen when coming home.
I will not have these half-filled human masks;
better the puppet. It at least is full.
I will endure this well-stuffed doll, the wire,
the face that is nothing but appearance. Here out front
I wait. Even if the lights go down and I am told:
""There's nothing more to come,"" -even if
the grayish drafts of emptiness come drifting down
from the deserted stage -even if not one
of my now silent forebears sist beside me
any longer, not a woman, not even a boy-
he with the brown and squinting eyes-:
I'll still remain. For one can always watch.
Am I not right? You, to whom life would taste
so bitter, Father, after you - for my sake -
slipped of mine, that first muddy infusion
of my necessity. You kept on tasting, Father,
as I kept on growing, troubled by the aftertaste
of my so strange a future as you kept searching
my unfocused gaze -you who, so often since
you died, have been afraid for my well-being,
within my deepest hope, relinquishing that calmness,
the realms of equanimity such as the dead possess
for my so small fate -Am I not right?
And you, my parents, am I not right? You who loved me
for that small beginning of my love for you
from which I always shyly turned away, because
the distance in your features grew, changed,
even while I loved it, into cosmic space
where you no longer were...: and when I feel
inclined to wait before the puppet stage, no,
rather to stare at is so intensely that in the end
to counter-balance my searching gaze, an angel
has to come as an actor, and begin manipulating
the lifeless bodies of the puppets to perform.
Angel and puppet! Now at last there is a play!
Then what we seperate can come together by our
very presence. And only then the entire cycle
of our own life-seasons is revealed and set in motion.
Above, beyond us, the angel plays. Look:
must not the dying notice how unreal, how full
of pretense is all that we accomplish here, where
nothing is to be itself. O hours of childhood,
when behind each shape more that the past lay hidden,
when that which lay before us was not the future.
We grew, of course, and sometimes were impatient
in growing up, half for the sake of pleasing those
with nothing left but their own grown-upness.
Yet, when alone, we entertained ourselves
with what alone endures, we would stand there
in the infinite space that spans the world and toys,
upon a place, which from the first beginnniing
had been prepared to serve a pure event.
Who shows a child just as it stands? Who places him
within his constellation, with the measuring-rod
of distance in his hand. Who makes his death
from gray bread that grows hard, -or leaves
it there inside his rounded mouth, jagged as the core
of a sweet apple?.......The minds of murderers
are easily comprehended. But this: to contain death,
the whole of death, even before life has begun,
to hold it all so gently within oneself,
and not be angry: that is indescribable.",elegy
"YE true ""Loyal Natives"" attend to my song
In uproar and riot rejoice the night long;
From Envy and Hatred your corps is exempt,
But where is your shield from the darts of Contempt!",epigram
"Come hither, child, and rest,
This is the end of day,
Behold the weary West!
Sleep rounds with equal zest
Man's toil and children's play,
Come hither, child, and rest.
My white bird, seek thy nest,
Thy drooping head down lay,
Behold the weary West!
Now eve is manifest
And homeward lies our way,
Behold the weary West!
Tired flower! upon my breast
I would wear thee alway,
Come hither, child, and rest -
Behold the weary West!",villanelle
"I am surprised by the streets of Chicago
when the palm of winter grips them with snow
as if to forgive the city’s mistakes
and give it a canvas that’s new, white, and clean–
its fingers, the branches on all of the trees
kneading the air that blows in from the lake.
I’ve never lived next to the pulse of the lake
(until I set foot down the side of Chicago)
breathing in through the streets and out through the trees
welcoming the cool of the wet, numbing snow.
It lets my mind slip into thinking it’s clean
as if to personally forgive my mistakes.
“But what have you done to forgive your mistakes? ”
Did I ask this? Or is that the voice of the lake?
Some days, not even does it appear clean,
worn down from its tall standing neighbor, Chicago.
It scrapes at the sky, asking it for more snow
to stick to and freeze the trunks of the trees.
If I were a branch on one of these trees
incapable of making a single mistake,
I’d grab at the sky as it shook out the snow
and grow my roots thick till they tasted the lake.
But I wouldn’t bend to the force of Chicago
that’s constantly keeping me from being clean.
And what does it mean to try to be clean?
I don’t understand the stillness of the trees
when they’re being attacked by the size of Chicago
as if to glorify the city’s mistakes
that glisten like stars at night on the lake
before it all froze and was covered with snow.
Ah! To imagine how long there’s been snow.
How can something this old still feel so clean
and dance through the wind that swoops in from the lake?
Is it the kneading by the spiny branches on trees
trusting that there will be no more mistakes
that leaves these the only pure thing in Chicago?
Here comes the snow that seeks out the trees
Am I now clean? Where are my mistakes?
Chicago belongs where it lay with the lake.",sestina
"Whose was the hand that painted thee, O Death!
In the false aspect of a ruthless foe,
Despair and sorrow waiting on thy breath --
O gentle Power! who could have wronged thee so?
Thou rather shouldst be crowned with fadeless flowers,
Of lasting fragrance and celestial hue;
Or be thy couch amid funereal bowers,
But let the stars and sunlight sparkle through.
So, with these thoughts before us, we have fixed
And beautified, O Death! thy mansion here,
Where gloom and gladness -- grave and garden -- mixed,
Make it a place to love, and not to fear.
Heaven! shed thy most propitious dews around!
Ye holy stars! look down with tender eyes,
And gild and guard and consecrate the ground
Where we may rest, and whence we pray to rise.",hymn
"sea waves
painter's brush
dances over the canvas
waves
from his palette
the beach appears",haiku
"That night thunder flash after thunder flash
roared blood red,
I could smell scorched flesh, saw the havoc
of the burnt dead,
while the armoured car's gun hammered;
Cubans had fled,
left their pristine battle tanks to run away,
while we fought through the night into the day.",cavatina
"He favors all here and there, all around
Playing in this short lasting test ground;
He will award the players when
Fairly they will end the game;
Unfairly coverers
Punished forever.
About:
Reza Syllabic Verse (Edited, Revised And Additional Version) :
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
6 lines poem ─
Syllables meter: 10 in the 1st line,9 in the 2nd,8 in the 3rd,7 in the 4th,
6 in the 5th and 5 in the 6th line (10-9-8-7-6-5) ,
Syllables may be stressed or unstressed.
Rhyme scheme: ababcc; ababcd; abbacc; aabbcc
The aabbcc will be Heroic Reza syllabic Verse.
A simple refrain of 5th line may be as 6th line; if no refrain,
the 6th line will be an individual one.
Copyright © Muzahidul Reza │ 14 February, 2018",syllabic-verse
"Dear native Brook! wild Streamlet of the West!
How many various-fated years have past,
What happy and what mournful hours, since last
I skimm'd the smooth thin stone along thy breast,
Numbering its light leaps! yet so deep imprest
Sink the sweet scenes of childhood, that mine eyes
I never shut amid the sunny ray,
But straight with all their tints thy waters rise,
Thy crossing plank, thy marge with willows grey,
And bedded sand that vein'd with various dyes
Gleam'd through thy bright transparence! On my way,
Visions of Childhood! oft have ye beguil'd
Lone manhood's cares, yet waking fondest sighs:
Ah! that once more I were a careless Child!",sonnet
"Clearly seen and truly said something
Not of nature but of human being,
Of their claiming big by brain
But showing majorly wrongs in doing;
Inventing dreadful chemicals and arms
They raise random wars to massacre,
Illegally charging any race or nation
Dishonor, murder and destroy to finish;
These are some fatal signs of being
Fool in abusing but wise in nothing,
Committing injustice, crimes, corruption
Being really hypocrite show outwardly fit.
Copyright © Muzahidul Reza | 10 November,2017",free-verse
"Do not forget yourselves are of humans
And rational beings thought you to be,
So do just what humans should do and why
Right path should be for you in the whole life,
To do good for you and for all other
Or you will go down the lower animals.
Copyright © Muzahidul Reza │19 January,2018",blank-verse
"Allegory - 34
- - - - - - - - - - - - - -
Sinner fox and innocent crow:
Down passing fox does cheat
The up sitting simple crow
Cunningly snatching its meat.
Copyright © Muzahidul Reza │ 10 June, 2018",allegory
"Prologue
The facade of
the topmost floor
is smooth as glass.
The sheen has been wrought
by unlettered youth
precariously perched
on the bamboo scaffold
so narrow and ramshackle
that even six times wider
couldn’t have prevented me
from vertigo and a sure fall.
On the lath of the squeaky platform
(which they have erected level by level)
they bend and unbend
waltz and pirouette about
as they deftly wield
their trowels and chisels.
What a wiry skill they possess!
Creation and operation over,
they begin to dismantle it
with the same breathtaking ease.
Continuing to stand on the scaffold
and manoeuvring in that very little space
they snap knot after knot of the supporting poles
and the ones keeping the bamboos together too
and kick off bamboo after bamboo
from under their calloused feet
and push down the poles -
all the while, just balanced
on a single bamboo beam
with a funambulist’s skill, nay, even better than that
for they do it without a balancing pole in their hand.
Hanging in the air, they are so nonchalant,
But here on the solid ground
I turn giddy and fall.
Scene: 1
I buy the topmost flat
for a five million
and strut about
dreaming of my days ahead
comfortable, secure and cosy.
Scene: 2
I lavish a grand party
to the builder
and to the residents and the non-residents
who deluge me with polished greetings
and copious gifts
and accept my liberal returns.
So I begin to live there
with my life and property
amply insured
but not once recalling
the role played by
the dusty and sweated hands
of the weather-beaten workers
who ‘constructively’ risked
their lives - uninsured.
Scene: 3
That night I have a sound sleep
until I hear a thud and crying sound
only to see my teenage son
in a pool of blood
down on the ground
with his hands
and torn clothes
wet with mortar.
My son! Or the mason? !
I explode into a wall-blasting yell
and collapse
like a pole in a quake.
Scene: 4
I open my eyes
to the cool sprinkle
of refreshing water.
All my family have stood over me.
My eyes widen in disbelief
as he is gently smiling on me.
He is there in flesh and blood –
my selfsame son!
I am dazed
Everything is blind…
Scene: 5
Images are floating before me –
Heights… ramshackle scaffold…
bricks… cement…
lean and lanky boys
dabbing and patting the wall
with their trowels and chisels…
Epilogue
The young labourers are keyed
while my view of life is skewed.
They are sure and springy every inch and step
I fumble and falter at every foot and meter.
Of what avail my letters?
of what avail my jugglery of words?
of what avail my loony moony ways?
of what use is my Muse? -
except to build castles in the air.
They build and bond bricks far better
Than I put my words at all together
And much less mean and live them.
[Feb 24,2009: : Hyderabad - 500 056]",dramatic-monologue
"The Pastoral Heroic Couplet
February 24, 2020
The early morning starts with moo and baa
Shepherd opens door singing la, la, la;
Bleat, bleat continue the goats and the sheep
The shepherd starts sipping on the hot cup,
Soon all get ready for pastoral field
Day long eating, feeding, singing go right.",heroic-couplet
"Oily, gleaming mirrors on tarmac,
Tyres causing greasy bubbles,
Birds dancing in natures baths,
Trees stretching out to catch the moisture,
Rainbow of umbrellas bobbing along,
Puddles ready for the children,
Not made though for the mums,
Cyclists despising every moment,
Raindrops racing down the window,
Internally betting which one will win,
Protected in my warm cocoon,
Indulging in the creature comforts,
I don't do drowned rat very well,
I will stay in this heavenly sanctuary,
Enjoying the narrative of the rain",narrative
"When all around me the breakers toss and turn,
as the tempest,
the surging swell threatens to wreck my life,
there is no rest
while I am heading to the distant shore
and life at best
is but a fleeting passing kind of thing
that is at times painful and amazing.",cavatina
"Interr'd beneath this marble stone,
Lie saunt'ring Jack and idle Joan.
While rolling threescore years and one
Did round this globe their courses run;
If human things went ill or well;
If changing empires rose or fell;
The morning passed, the evening came,
And found this couple still the same.
They walk'd and eat, good folks: what then?
Why then they walk'd and eat again:
They soundly slept the night away:
They did just nothing all the day:
And having buried children four,
Would not take pains to try for more.
Nor sister either had, nor brother:
They seemed just tallied for each other.
Their moral and economy
Most perfectly they made agree:
Each virtue kept its proper bound,
Nor tresspass'd on the other's ground.
Nor fame, nor censure they regarded:
They neither punish'd nor rewarded.
He cared not what the footmen did:
Her maids she neither prais'd nor chid:
So ev'ry servant took his course;
And bad at first, they all grew worse.
Slothful disorder fill'd his stable;
And sluttish plenty deck'd her table.
Their beer was strong; their wine was port;
Their meal was large; their grace was short.
They gave the poor the remnant-meat
Just when it grew not fit to eat.
They paid the church and parish rate;
And took, but read not the receipt;
For which they claim'd their Sunday's due,
Of slumb'ring in an upper pew.
No man's defects sought they to know;
So never made themselves a foe.
No man's good deeds did they commend;
So never rais'd themselves a friend.
Nor cherish'd they relations poor:
That might decrease their present store:
Nor barn nor house did they repair:
That might oblige their future heir.
They neither added, nor confounded:
They neither wanted, nor abounded.
Each Christmas they accompts did clear;
And wound their bottom through the year.
Nor tear, nor smile did they employ
At news of public grief, or joy.
When bells were rung, and bonfires made,
If asked they ne'er denied their aid:
Their jug was to the ringers carried,
Whoever either died, or married.
Their billet at the fire was found,
Whoever was depos'd or crown'd.
Nor good, nor bad, nor fools, nor wise;
They would not learn, nor could advise;
Without love, hatred, joy, or fear,
They led--a kind of--as it were:
Nor wish'd nor car'd, nor laugh'd nor cry'd:
And so they liv'd; and so they died.",epitaph
"Upon his battlements he stood,
And downward gazed in joyous mood,
On Samos' Isle, that owned his sway,
""All this is subject to my yoke;""
To Egypt's monarch thus he spoke,--
""That I am truly blest, then, say!""
""The immortals' favor thou hast known!
Thy sceptre's might has overthrown
All those who once were like to thee.
Yet to avenge them one lives still;
I cannot call thee blest, until
That dreaded foe has ceased to be.""
While to these words the king gave vent,
A herald from Miletus sent,
Appeared before the tyrant there:
""Lord, let thy incense rise to-day,
And with the laurel branches gay
Thou well may'st crown thy festive hair!""
""Thy foe has sunk beneath the spear,--
I'm sent to bear the glad news here,
By thy true marshal Polydore""--
Then from a basin black he takes--
The fearful sight their terror wakes--
A well-known head, besmeared with gore.
The king with horror stepped aside,
And then with anxious look replied:
""Thy bliss to fortune ne'er commit.
On faithless waves, bethink thee how
Thy fleet with doubtful fate swims now--
How soon the storm may scatter it!""
But ere he yet had spoke the word,
A shout of jubilee is heard
Resounding from the distant strand.
With foreign treasures teeming o'er,
The vessels' mast-rich wood once more
Returns home to its native land.
The guest then speaks with startled mind:
""Fortune to-day, in truth, seems kind;
But thou her fickleness shouldst fear:
The Cretan hordes, well skilled, in arms,
Now threaten thee with war's alarms;
E'en now they are approaching here.""
And, ere the word has 'scaped his lips,
A stir is seen amongst the ships,
And thousand voices ""Victory!"" cry:
""We are delivered from our foe,
The storm has laid the Cretan low,
The war is ended, is gone by!""
The shout with horror hears the guest:
""In truth, I must esteem thee blest!
Yet dread I the decrees of heaven.
The envy of the gods I fear;
To taste of unmixed rapture here
Is never to a mortal given.""
""With me, too, everything succeeds;
In all my sovereign acts and deeds
The grace of Heaven is ever by;
And yet I had a well-loved heir--
I paid my debt to fortune there--
God took him hence--I saw him die.""
""Wouldst thou from sorrow, then, be free.
Pray to each unseen Deity,
For thy well-being, grief to send;
The man on whom the Gods bestow
Their gifts with hands that overflow,
Comes never to a happy end.""
""And if the Gods thy prayer resist,
Then to a friend's instruction list,--
Invoke thyself adversity;
And what, of all thy treasures bright,
Gives to thy heart the most delight--
That take and cast thou in the sea!""
Then speaks the other, moved by fear:
""This ring to me is far most dear
Of all this isle within it knows--
I to the furies pledge it now,
If they will happiness allow""--
And in the flood the gem he throws.
And with the morrow's earliest light,
Appeared before the monarch's sight
A fisherman, all joyously;
""Lord, I this fish just now have caught,
No net before e'er held the sort;
And as a gift I bring it thee.""
The fish was opened by the cook,
Who suddenly, with wondering look,
Runs up, and utters these glad sounds:
""Within the fish's maw, behold,
I've found, great lord, thy ring of gold!
Thy fortune truly knows no bounds!""
The guest with terror turned away:
""I cannot here, then, longer stay,--
My friend thou canst no longer be!
The gods have willed that thou shouldst die:
Lest I, too, perish, I must fly""--
He spoke,--and sailed thence hastily.",ballad
"There was a well-known pastor
So effective in ministry
The congregation's favor
Blessed him well materially.
He preached so eloquently
And with his wife they served,
Their time spent in activity,
Recognition well-deserved.
They traveled to and fro
For sermons in all places
Their children left and so
Their son fell from God's graces.
They say most pastor's kids
End up in gross rebellion,
Without the care he needs
He fell into temptation.
The young man had a Miss,
With whom he spent most days,
Sin came with just one kiss
And desire came all the way.
While the couple never knew
The son and his affairs,
No matter what they do
Sin always shows her wares.
The young man's girl got pregnant
But they were to immigrate,
So the son chose in an instant
The 'problem' he'd terminate.
The couple said a miscarriage
Had taken the baby away,
But in church it drew a wedge
That clouded it to this day.
Couples active in ministry
Neglect to care for their children,
Out of touch with God's priority
Suffer loss of home in the end.
Like a house that's well constructed
Through the years of love and caring,
Families are God-connected
With lifetime nurturing.
Unless the Lord build the house
We will all build in vain,
His Words in us will arise -
Our dwelling will be free from pain.
'The Bible has a word for 'safe' sex: it's called marriage.'
................................... ...........................................
Ap ril 4,2009
Philippines",narrative
"We said farewell, my youth and I,
When all fair dreams were gone or going,
And Love’s red lips were cold and dry.
When white blooms fell from tree-tops high—
Our Austral winter’s way of snowing—
We said farewell, my youth and I.
We did not sigh—what use to sigh
When Death passed as a mower mowing,
And Love’s red lips were cold and dry?
But hearing Life’s stream thunder by,
That sang of old through flowers flowing,
We said farewell, my youth and I.
There was no hope in the blue sky,
No music in the low winds blowing,
And Love’s red lips were cold and dry.
My hair is black as yet, then why
So sad! I know not, only knowing
We said farewell, my youth and I.
All are not buried when they die;
Dead souls there are through live eyes showing
When Love’s red lips are cold and dry.
So, seeing where the dead men lie,
Out of their hearts the grave-flowers growing,
We said farewell, my youth and I,
When Love’s red lips were cold and dry.",villanelle
"Your gift is special to me,
It filled me with profound ecstasy;
No money on this earth can buy it,
It's costlier than the costliest jewellery.
It's a symbol of your love,
I sealed it in my  heart;
Your gift is precious to me,
With it I will never part.
Your love is bright as the sun,
Your heart soft like marmalade;
Your love shall always remain,
From my heart it will never fade.
I think of you day and night,
Your love is always a pleasure;
I shall always love you, my Prince,
Your love is a lifelong treasure!",ballad
"A abc Brazil dance (poem)
Jack of crack in pots of crack
Sambas have bugs on figs that take
My heart has unseen bugs in acting
Ghosts haunt in cavern with heal
Empty stream in holes to steal
Barrow has one wheel for near
Wheel and deal are those on top
Tares are on suits but meadows are women
Dilate the prizes of prides on top
We are all cogs to tone
Harps be fine and fingers be good
Jacks play with their fingers on goods
The sun on Asia sky may be red
Give the logistics are logics to pets
Patterns of Gods are king s bodies.
Launch the papers on lunches to bowls
That faces of poets help to smiles
Admire the distances from hade to a mile
Pleasures of leaders are earned by rows
Would there be sweats on brows when bow
Pietisms on parts are wholesome in vices.
Wise in acre but bully to eyes
Rusts are here yellows are pearls
Dittos on powers but flaw to react
Crooks roll your minds with hopes
Cogs in times lead us homes
Straps on times watch ones feet
Even are evil while equal are eerie
Only our planet with one sun
Falcons are slow down on bushes
Salty weathers salute to soldiers
Sambas of fortunes have just to sold
Passes on stages are passages to fires
Books on accounts are moneys to fine
Sambas of fortunes have just to sold
Sambas of fortunes have just to sold
Vectors pf suns are heats and flames
Bind to lines on sky when claimed
Plash and slash on lakes when free.
Brazil should breach on tank s wheels
Stand off and away from tanks
Red suns have white heats
Friends for wines and for wench
Stand away from tanks ends
--Political poem by Cheung Shun Sang=Cauchy3--",abc
"Angel
atop the tree
reflects the glow of lights
as snow falls like feathers outside.
Carolers sing beneath a lone bright star
in front of a garland draped door,
and the smallest singer
looks so like an
angel.",rictameter
"By Sylvia if thy charming self be meant;
If friendship be thy virgin vows' extent,
O! let me in Aminta's praises join,
Hers my esteem shall be, my passion thine.
When for thy head the garland I prepare,
A second wreath shall bind Aminta's hair;
And when my choicest songs thy worth proclaim,
Alternate verse shall bless Aminta's name;
My heart shall own the justice of her cause,
And Love himself submit to Friendship's laws.
But if beneath thy numbers' soft disguise
Some favour'd swain, some true Alexis, lies;
If Amaryllis breathes thy secret pains,
And thy fond heart beats measure to thy strains,
May'st thou, howe'er I grieve, for ever find
The flame propitious and the lover kind;
May Venus long exert her happy power,
And make thy beauty like thy verse endure:
May every god his friendly aid afford,
Pan guard thy flock, and Ceres bless thy board.
But if, by chance, the series of thy joys
Permit one thought less cheerful to arise,
Piteous transfer it to the mournful swain,
Who loving much, who not beloved again,
Feels an ill-fated passion's last excess,
And dies in wo that thou may'st live in peace.",pastoral
"G-lowing
R-ays
A-re
C-hoosing
E-arly< br>
M-orn
U-sing
T-he
I-mpressive
N-ew
D-awn's
I-magery
Topic: Poetess (Grace Mutindi)
Form: Vertical Monocrostic",imagery
"Martin Luther King was not a king.
He did not have horses, a crown, or anything.
He preached a lot and had a dream
Of everybody eating ice cream.
The following poem is in the Clerihew verse-form, which was invented by Edmund Clerihew Bentley, author of Trent’s Last Case, the perfect murder mystery. It consists of two rhymed couplets.  The first couplet usually (can also be the second couplet)   includes the name of a famous person.  The other lines contain a characteristic, real or fictional, of the person.",verse
"Folks
folk gaffe
bring to life
culture  their own
folklore continues till mo'ning day come.
Behind blacksage bush in the dark of night
you squat fuh pee
but hear sound
jumbee
call.",tetractys
"""You must earn the right
to sing the blues
""No high school chorus,
the hurt you choose""
To wrestle with your demons,
no safety net in place
Often times it's zero-sum,
a blood trail left to trace
You hum those Irish ditties,
or sing like Junior Wells
When you want those notes to fly,
you usher them through hell
In the end it may not matter,
the ending seldom does
What counts is how you stitch that wound,
—its scar now yours to love
(Villanova Pennsylvania: June,2017)",blues-poem
"Osteoporosis (one of life's indignities)
is such a splendid name for the disease—
all those little o's, holes in the bone
where the rain gets in, rendering a crone
like me defective, porous as swiss cheese.
I'm riddled at the hips and knees,
roundsided as parentheses
since my shrunken spine has known
osteoporosis—
and my extremities
have shriveled into lacy filagrees,
breakable as glass on stone.
Naked at the window ledge I drone
to my sleek, supple Siamese:
osteoporosis.",rondeau
"You in the cold and wrapped in winter lace,
The wind with grace moves down the cheerless field.
I cannot send you sun except my heart.
My tears impede the vision of your face.
The wind with grace moves down the cheerless field.
The stones lie still as children fast asleep.
My tears impede the vision of your face.
Perhaps what was will in the spring be healed.
The stones lie still as children fast asleep.
The distance now is kept by cool embrace.
Perhaps what was will in the spring be healed,
A watering of tears can heal where love lies deep.
The distance now is kept by cool embrace.
I cannot send you sun except my heart.
A watering of tears can heal where love lies deep,
You in the cold and wrapped in winter lace.",pantoum
"Haiku- Riddle
- - - - - - - - -
Something it is
When unknown and nothing it is
When known",riddle
"Together we both do belong
like the sun and the sky,
and like the sweetest kind of song
through all its notes does fly
through this great life we move along,
with true love you and I
grow near and cannot go wrong
as time passes us by.",octave
"Good ladies, you that have your pleasure in exile,
Step in your foot, come take a place, and mourn with me a while,
And such as by their lords do set but little price,
Let them sit still: it skills them not what chance come on the dice.
But ye whom Love hath bound by order of desire
To love your lords, whose good deserts none other would require:
Come you yet once again, and set your foot by mine,
Whose woeful plight and sorrows great no tongue may well define.
My love and lord, alas, in whom consists my wealth,
Hath fortune sent to pass the seas in hazard of his health.
That I was wont for to embrace, contented mind's,
Is now amid the foaming floods at pleasure of the winds.
There God him well preserve, and safely me him send,
Without which hope, my life alas were shortly at an end.
Whose absence yet, although my hope doth tell me plain,
With short return he comes anon, yet ceaseth not my pain.
The fearful dreams I have, oft times they grieve me so,
That then I wake and stand in doubt, if they be true, or no.
Sometime the roaring seas, me seems, they grow so high,
That my sweet lord in danger great, alas, doth often lie.
Another time the same doth tell me, he is come;
And playing, where I shall him find with T., his little son.
So forth I go apace to see that liefsome sight,
And with a kiss me thinks I say: ""Now welcome home, my knight;
Welcome my sweet, alas, the stay of my welfare;
Thy presence bringeth forth a truce betwixt me and my care.""
Then lively doth he look, and salveth me again,
And saith: ""My dear, how is it now that you have all this pain?""
Wherewith the heavy cares that heap'd are in my breast,
Break forth, and me dischargeth clean of all my huge unrest.
But when I me awake and find it but a dream,
The anguish of my former woe beginneth more extreme,
And me tormenteth so, that uneath may I find
Some hidden where, to steal the grief of my unquiet mind.
Thus every way you see with absence how I burn;
And for my wound no cure there is but hope of good return;
Save when I feel, by sour how sweet is felt the more,
It doth abate some of my pains that I abode before.
And then unto myself I say: ""When that we two shall meet,
But little time shall seem this pain, that joy shall be so sweet.""
Ye winds, I you convert in chiefest of your rage,
That you my lord me safely send, my sorrows to assuage;
And that I may not long abide in such excess,
Do your good will to cure a wight that liveth in distress.",lament
"'Steady the Greeks!' shouted Aeschylus.
'We won't let such dogs as these kill us!'
Nothing he thought, could be bizarrer than
The Persians winning at Marathon.",clerihew
"Well knit imagery
Where beautiful scenery
Takes place all around
The flowers are on ground
Who stops from remaining happy?
Even if one is not at all ready?
The timing should be made correct
Then must be injected into an act
I find poet well beyond
Boundary and
Dreaming about moon
To be bathed soon
To certain extent, I prefer to go
But come down with wind's blow
That suggests reality
With powerful blessings from an almighty
Poetry does not mean use good words alone
The sequence should also be carefully done
One needs to be fully convinced as lay man
After all we are simple human
I would love and care
But remain with poor
Who daily dreams about bright sun
But for bread has to toil and run",imagery
"I
buy from
the market
all things for us,
But buy a rose only for you O dear
-24/04/18",tetractys
"Your eyes are the colour of water
but it is completely frozen over
and there is no way into your vision
unless I somehow warm you up first
Alas, that is something I can't do
unless you're willing to let yourself go
and press your body against my body
in hopes that the sparks will make a fire
So until our bones lie in the ground
I will have a fire inside of me
and it is burning like Andromeda
just because you aren't here for me
but I wonder, if you come around
will I want to burn for you much more?",verse
"Dead to sin by the cross of Christ.
Rom. 6:1,2,6.
Shall we go on to sin
Because thy grace abounds;
Or crucify the Lord again,
And open all his wounds?
Forbid it, mighty God!
Nor let it e'er be said,
That we whose sins are crucified
Should raise them from the dead.
We will be slaves no more,
Since Christ has made us free;
Has nailed our tyrants to his cross,
And bought our liberty.",hymn
"Dudgeon on the world stage
Is like a child having tantrums-
Giving vent to anger and rage,
To its misery he succumbs.
Dudgeon on the world stage:
Like a dragon from the abyss,
Spits out flaming hate and outrage,
It always ends with loss of peace.
Dudgeon on the world stage
Has been there for years existing.
Borne from ire, virulence and umbrage
It needs no reason for being.
Dudgeon on the world stage,
Like the villain full of deceit,
The idiot who loves to engage
In conflicts where his end, he meets.
Copyright © Cynthia Buhain-Baello~~~01.05.20",kyrielle
